index,0,1,2,credit
26656,0,0,0,1.4260456208007524
26657,0,0,0,1.6888084696272085
26658,0,0,0,1.5037878011509602
26659,0,0,0,1.4061973605887157
26660,0,0,0,1.5730717171565995
26661,0,0,0,1.3533184178839723
26662,0,0,0,1.461785899682659
26663,0,0,0,1.5188280911734797
26664,0,0,0,1.3822477984951045
26665,0,0,0,1.4709965451536637
26666,0,0,0,1.5919237821551286
26667,0,0,0,1.6306789394903536
26668,0,0,0,1.5305588073683458
26669,0,0,0,1.511124924068723
26670,0,0,0,1.4404707285250316
26671,0,0,0,1.586611224902316
26672,0,0,0,1.4665025150386384
26673,0,0,0,1.665223575303989
26674,0,0,0,1.6890081684689406
26675,0,0,0,1.5066868955175092
26676,0,0,0,1.3875918993928342
26677,0,0,0,1.4918345333836103
26678,0,0,0,1.614772318939376
26679,0,0,0,1.5341045452132376
26680,0,0,0,1.632121081006634
26681,0,0,0,1.430318260671887
26682,0,0,0,1.4022589437753736
26683,0,0,0,1.4890316050517272
26684,0,0,0,1.6586773945661917
26685,0,0,0,1.4788732708900965
26686,0,0,0,1.4931480629570801
26687,0,0,0,1.4234953232566983
26688,0,0,0,1.4103082964826066
26689,0,0,0,1.6454188755137829
26690,0,0,0,1.5145968584000689
26691,0,0,0,1.3794702186457815
26692,0,0,0,1.5216310535676052
26693,0,0,0,1.4482867890074564
26694,0,0,0,1.4488878804274514
26695,0,0,0,1.4104186542939177
26696,0,0,0,1.4571456067058
26697,0,0,0,1.564529753068201
26698,0,0,0,1.6550296871959846
26699,0,0,0,1.4512714260924737
26700,0,0,0,1.6557777019149795
26701,0,0,0,1.4773702245652336
26702,0,0,0,1.4356302917364279
26703,0,0,0,1.515353161544498
26704,0,0,0,1.4796006820880023
26705,0,0,0,1.5246190493165992
26706,0,0,0,1.6535214156418472
26707,0,0,0,1.550050730687966
26708,0,0,0,1.6235871262427943
26709,0,0,0,1.6206442084301118
26710,0,0,0,1.4128591175961327
26711,0,0,0,1.5134151826591613
26712,0,0,0,1.657831822759955
26713,0,0,0,1.4059095303725029
26714,0,0,0,1.4468921176285796
26715,0,0,0,1.5816450925008774
26716,0,0,0,1.5850233575366715
26717,0,0,0,1.5064950730863882
26718,0,0,0,1.487353108503144
26719,0,0,0,1.4411594834650558
26720,0,0,0,1.6314885791423293
26721,0,0,0,1.4869586581215593
26722,0,0,0,1.4251468532477334
26723,0,0,0,1.4693167452358817
26724,0,0,0,1.563723038071829
26725,0,0,0,1.3598239193256947
26726,0,0,0,1.5206298351550203
26727,0,0,0,1.429070777563664
26728,0,0,0,1.4211940807324075
26729,0,0,0,1.6581439110913003
26730,0,0,0,1.5377707216879661
26731,0,0,0,1.4954226575883642
26732,0,0,0,1.4766786892642074
26733,0,0,0,1.6529972566803162
26734,0,0,0,1.6727269971090653
26735,0,0,0,1.3953640665337121
26736,0,0,0,1.5792482101820766
26737,0,0,0,1.6513265010674596
26738,0,0,0,1.5761247846849342
26739,0,0,0,1.5004307045334309
26740,0,0,0,1.5380111055228591
26741,0,0,0,1.4063616773875405
26742,0,0,0,1.603543277050628
26743,0,0,0,1.4821839889507356
26744,0,0,0,1.7102701701016172
26745,0,0,0,1.6306238319706496
26746,0,0,0,1.5849642624192828
26747,0,0,0,1.3680993014677232
26748,0,0,0,1.3587826118613897
26749,0,0,0,1.5713265642806518
26750,0,0,0,1.448465375958651
26751,0,0,0,1.5332011309348088
26752,0,0,0,1.4257594556679243
26753,0,0,0,1.6443708733222073
26754,0,0,0,1.4770178249805277
26755,0,0,0,1.5471238300296797
26756,0,0,0,1.5712980895657385
26757,0,0,0,1.5143378129986556
26758,0,0,0,1.5099727370928213
26759,0,0,0,1.5276260585311758
26760,0,0,0,1.4196470565278012
26761,0,0,0,1.4440227954981713
26762,0,0,0,1.590470746503687
26763,0,0,0,1.6251609136166978
26764,0,0,0,1.5600776568791899
26765,0,0,0,1.5635920902522475
26766,0,0,0,1.5747795255360806
26767,0,0,0,1.430851026817392
26768,0,0,0,1.4307063567772398
26769,0,0,0,1.5481976863827693
26770,0,0,0,1.4965251061103035
26771,0,0,0,1.3767875619435603
26772,0,0,0,1.5828014671527704
26773,0,0,0,1.5835241898763466
26774,0,0,0,1.4873389176465608
26775,0,0,0,1.5374004826537444
26776,0,0,0,1.590762207720207
26777,0,0,0,1.6539487576031675
26778,0,0,0,1.5222399340792292
26779,0,0,0,1.5081756603074599
26780,0,0,0,1.5736921952036789
26781,0,0,0,1.5665654220525407
26782,0,0,0,1.5289923861804393
26783,0,0,0,1.4349555723899756
26784,0,0,0,1.5210988425963747
26785,0,0,0,1.419028197964097
26786,0,0,0,1.464217570541977
26787,0,0,0,1.3970845031656465
26788,0,0,0,1.4874813442138735
26789,0,0,0,1.3964706978180148
26790,0,0,0,1.413975159077608
26791,0,0,0,1.647981842345945
26792,0,0,0,1.4316929543737453
26793,0,0,0,1.46954509512447
26794,0,0,0,1.427766959661465
26795,0,0,0,1.6453439858075187
26796,0,0,0,1.4401878742247076
26797,0,0,0,1.4226066697402078
26798,0,0,0,1.6550005546978692
26799,0,0,0,1.554449214572509
26800,0,0,0,1.389662528280753
26801,0,0,0,1.6066013080205295
26802,0,0,0,1.456263256103587
26803,0,0,0,1.5630552581712573
26804,0,0,0,1.6047448750176336
26805,0,0,0,1.4170359827069798
26806,0,0,0,1.6173346428877036
26807,0,0,0,1.5629966568612645
26808,0,0,0,1.6327694793980312
26809,0,0,0,1.4470366959803207
26810,0,0,0,1.6139542687732453
26811,0,0,0,1.6084405351270505
26812,0,0,0,1.4017940983652977
26813,0,0,0,1.4357282167471743
26814,0,0,0,1.5171442820856478
26815,0,0,0,1.518981891529917
26816,0,0,0,1.4479056847541005
26817,0,0,0,1.6580322060708672
26818,0,0,0,1.5626146996070598
26819,0,0,0,1.4545479489878157
26820,0,0,0,1.41691692502591
26821,0,0,0,1.460283204419461
26822,0,0,0,1.4956870085627045
26823,0,0,0,1.4549847642013767
26824,0,0,0,1.5621666504086713
26825,0,0,0,1.631551174773869
26826,0,0,0,1.5510784434455258
26827,0,0,0,1.5208267666967603
26828,0,0,0,1.5176320978781337
26829,0,0,0,1.5127507853330904
26830,0,0,0,1.5497610152560153
26831,0,0,0,1.4197159897978064
26832,0,0,0,1.6490866640489314
26833,0,0,0,1.562266206941929
26834,0,0,0,1.5557725837439083
26835,0,0,0,1.4891479659862952
26836,0,0,0,1.390267565835191
26837,0,0,0,1.4405242764128348
26838,0,0,0,1.6323688661543043
26839,0,0,0,1.4792318693968851
26840,0,0,0,1.375518227892711
26841,0,0,0,1.5339557637707875
26842,0,0,0,1.4274229048532572
26843,0,0,0,1.5068165350403777
26844,0,0,0,1.4687336967408378
26845,0,0,0,1.5040330617424236
26846,0,0,0,1.4951746901517533
26847,0,0,0,1.4100607262617393
26848,0,0,0,1.395036281337185
26849,0,0,0,1.3876715988225028
26850,0,0,0,1.4966761801449935
26851,0,0,0,1.5985232837657335
26852,0,0,0,1.4478952465516395
26853,0,0,0,1.5936977389924822
26854,0,0,0,1.4209566145606598
26855,0,0,0,1.496161400728596
26856,0,0,0,1.457002113988352
26857,0,0,0,1.393024736095553
26858,0,0,0,1.407419124784862
26859,0,0,0,1.5675551760175612
26860,0,0,0,1.6037317941271247
26861,0,0,0,1.4635462287480625
26862,0,0,0,1.489001471043334
26863,0,0,0,1.584721411613057
26864,0,0,0,1.4617775632818077
26865,0,0,0,1.5330420963509066
26866,0,0,0,1.5507242821266582
26867,0,0,0,1.6860250727162307
26868,0,0,0,1.5176365318725014
26869,0,0,0,1.6380828388287494
26870,0,0,0,1.5449130255497818
26871,0,0,0,1.4127453700234105
26872,0,0,0,1.6042839715148123
26873,0,0,0,1.3536269264516376
26874,0,0,0,1.6142665602838593
26875,0,0,0,1.5424877369492225
26876,0,0,0,1.6619971938957185
26877,0,0,0,1.570193836008176
26878,0,0,0,1.6801866360880202
26879,0,0,0,1.485876637799507
26880,0,0,0,1.4457472307255324
26881,0,0,0,1.5611287840757981
26882,0,0,0,1.4481037174259093
26883,0,0,0,1.660605917211106
26884,0,0,0,1.5577501764294668
26885,0,0,0,1.4319643045628498
26886,0,0,0,1.4810917270521207
26887,0,0,0,1.4391919304790697
26888,0,0,0,1.4945341809013712
26889,0,0,0,1.4803852279104137
26890,0,0,0,1.420636288547448
26891,0,0,0,1.4648838282311338
26892,0,0,0,1.6256881326701547
26893,0,0,0,1.654891918396725
26894,0,0,0,1.521567098771591
26895,0,0,0,1.4983002705187793
26896,0,0,0,1.6090902477625728
26897,0,0,0,1.5715482362561548
26898,0,0,0,1.5862214121454432
26899,0,0,0,1.5289365887858957
26900,0,0,0,1.5087363398261942
26901,0,0,0,1.557445938178736
26902,0,0,0,1.5423334793727979
26903,0,0,0,1.5107955481737758
26904,0,0,0,1.4522058568742187
26905,0,0,0,1.6670394835420992
26906,0,0,0,1.4115864137892165
26907,0,0,0,1.5582045878963704
26908,0,0,0,1.5794437934043466
26909,0,0,0,1.4252244426243323
26910,0,0,0,1.4626893377349768
26911,0,0,0,1.464849494148555
26912,0,0,0,1.3844838376567723
26913,0,0,0,1.3894646983470111
26914,0,0,0,1.5398986079661074
26915,0,0,0,1.6718363087311996
26916,0,0,0,1.397786102800989
26917,0,0,0,1.599233325337422
26918,0,0,0,1.6039828013329673
26919,0,0,0,1.6627395969077794
26920,0,0,0,1.4694463963499762
26921,0,0,0,1.5323885123174512
26922,0,0,0,1.4135697998300318
26923,0,0,0,1.5795757528347434
26924,0,0,0,1.41653960121373
26925,0,0,0,1.5190667296458884
26926,0,0,0,1.3960541518093221
26927,0,0,0,1.502594965093496
26928,0,0,0,1.4283139581878959
26929,0,0,0,1.431291547850428
26930,0,0,0,1.5068723322696895
26931,0,0,0,1.4380784148009704
26932,0,0,0,1.6543248532651922
26933,0,0,0,1.5537390857759217
26934,0,0,0,1.5774539603727895
26935,0,0,0,1.4062157207523602
26936,0,0,0,1.5209614669255083
26937,0,0,0,1.4536254557233743
26938,0,0,0,1.4834000332503843
26939,0,0,0,1.3678229806401245
26940,0,0,0,1.6462148183144982
26941,0,0,0,1.6582121695577925
26942,0,0,0,1.4864109520053532
26943,0,0,0,1.4972326241581149
26944,0,0,0,1.5037460421543338
26945,0,0,0,1.4258059240863752
26946,0,0,0,1.5534204176750954
26947,0,0,0,1.3504813264666164
26948,0,0,0,1.4380664041877016
26949,0,0,0,1.5481222560322219
26950,0,0,0,1.5018336325645625
26951,0,0,0,1.7015367903366272
26952,0,0,0,1.4168236661464109
26953,0,0,0,1.5064280960669654
26954,0,0,0,1.484079377306978
26955,0,0,0,1.624202742181821
26956,0,0,0,1.5277399391744595
26957,0,0,0,1.4648927298771817
26958,0,0,0,1.470549142029153
26959,0,0,0,1.3852822535953533
26960,0,0,0,1.3535654603719678
26961,0,0,0,1.4935661770422681
26962,0,0,0,1.5880571694199994
26963,0,0,0,1.4480960322084813
26964,0,0,0,1.6801250539367527
26965,0,0,0,1.653571559931037
26966,0,0,0,1.6090407922961718
26967,0,0,0,1.4154577610969796
26968,0,0,0,1.5443186192150886
26969,0,0,0,1.5679827777421238
26970,0,0,0,1.5462133637566735
26971,0,0,0,1.404718882527362
26972,0,0,0,1.38880796466663
26973,0,0,0,1.5141941019020588
26974,0,0,0,1.653564439799613
26975,0,0,0,1.6647530569204014
26976,0,0,0,1.4523504237949285
26977,0,0,0,1.5408998382001795
26978,0,0,0,1.6356447050605607
26979,0,0,0,1.4157252761254757
26980,0,0,0,1.5149352088537027
26981,0,0,0,1.4906059652895587
26982,0,0,0,1.4634693393948623
26983,0,0,0,1.4274217204471815
26984,0,0,0,1.4568215560196793
26985,0,0,0,1.3776270347589776
26986,0,0,0,1.582543327739687
26987,0,0,0,1.416495091293969
26988,0,0,0,1.602907191610768
26989,0,0,0,1.6400976008167514
26990,0,0,0,1.5188928114462672
26991,0,0,0,1.4576066721698582
26992,0,0,0,1.4685805165585228
26993,0,0,0,1.4061747433659137
26994,0,0,0,1.524041869347127
26995,0,0,0,1.4438641070220082
26996,0,0,0,1.6292802716779355
26997,0,0,0,1.394423823004228
26998,0,0,0,1.4302179591924267
26999,0,0,0,1.5536393930053674
27000,0,0,0,1.565063581819937
27001,0,0,0,1.3778127383679355
27002,0,0,0,1.4568042104412353
27003,0,0,0,1.4196191904194495
27004,0,0,0,1.4333331989141527
27005,0,0,0,1.3873147757844362
27006,0,0,0,1.5025420472314295
27007,0,0,0,1.457204066013119
27008,0,0,0,1.6572664634525034
27009,0,0,0,1.428257462520059
27010,0,0,0,1.6341991313237791
27011,0,0,0,1.4853066451105688
27012,0,0,0,1.5625042579464465
27013,0,0,0,1.4559605236914173
27014,0,0,0,1.5171968405195981
27015,0,0,0,1.4210160330878203
27016,0,0,0,1.419489505259382
27017,0,0,0,1.4566169783220668
27018,0,0,0,1.632372045886668
27019,0,0,0,1.6141792401673332
27020,0,0,0,1.5809530674600043
27021,0,0,0,1.51782734764604
27022,0,0,0,1.6065620814412038
27023,0,0,0,1.4499634321469863
27024,0,0,0,1.602374490243239
27025,0,0,0,1.6345615332677386
27026,0,0,0,1.538606804659589
27027,0,0,0,1.4966607793190494
27028,0,0,0,1.6923435488922431
27029,0,0,0,1.4811189360634087
27030,0,0,0,1.4872499234587446
27031,0,0,0,1.6110830456638239
27032,0,0,0,1.4096654064227823
27033,0,0,0,1.5101226727677506
27034,0,0,0,1.5107640225266727
27035,0,0,0,1.4128701986153753
27036,0,0,0,1.4714894861841041
27037,0,0,0,1.4503033819678142
27038,0,0,0,1.510157841007709
27039,0,0,0,1.643337336999873
27040,0,0,0,1.507349591649195
27041,0,0,0,1.5196628251634876
27042,0,0,0,1.4275856080580789
27043,0,0,0,1.5705917064091193
27044,0,0,0,1.481272391799301
27045,0,0,0,1.415755175261612
27046,0,0,0,1.565947319443214
27047,0,0,0,1.3680442229405827
27048,0,0,0,1.3937680608512968
27049,0,0,0,1.4232935441646182
27050,0,0,0,1.397714058648445
27051,0,0,0,1.452611434707448
27052,0,0,0,1.5057682406029103
27053,0,0,0,1.4093018041441743
27054,0,0,0,1.4546501923106454
27055,0,0,0,1.4271838622801105
27056,0,0,0,1.4261308421790675
27057,0,0,0,1.6542783444182478
27058,0,0,0,1.558097905390277
27059,0,0,0,1.4759439904535354
27060,0,0,0,1.4270771398688968
27061,0,0,0,1.57153352056147
27062,0,0,0,1.5561266507317537
27063,0,0,0,1.420697420523734
27064,0,0,0,1.6066380236359639
27065,0,0,0,1.6314903257953186
27066,0,0,0,1.5300798692932027
27067,0,0,0,1.4141662950098262
27068,0,0,0,1.4479723071866153
27069,0,0,0,1.5032619486208683
27070,0,0,0,1.4304266489861417
27071,0,0,0,1.4575349677828977
27072,0,0,0,1.5114337476162136
27073,0,0,0,1.4035782506504377
27074,0,0,0,1.4710556127274923
27075,0,0,0,1.5763679154778112
27076,0,0,0,1.4175965209666426
27077,0,0,0,1.487249779615313
27078,0,0,0,1.4375094211133852
27079,0,0,0,1.543821666931507
27080,0,0,0,1.3869322850201211
27081,0,0,0,1.511319514011994
27082,0,0,0,1.5282801531539418
27083,0,0,0,1.4010257561586064
27084,0,0,0,1.493446786298131
27085,0,0,0,1.588040481341271
27086,0,0,0,1.645388802596897
27087,0,0,0,1.4926456911718757
27088,0,0,0,1.5465785783473947
27089,0,0,0,1.5873250110831014
27090,0,0,0,1.483292644237628
27091,0,0,0,1.43717429742476
27092,0,0,0,1.4544125053090702
27093,0,0,0,1.42464100642744
27094,0,0,0,1.5860290522123168
27095,0,0,0,1.5793772834063393
27096,0,0,0,1.4250696094431639
27097,0,0,0,1.5175971311843297
27098,0,0,0,1.4783069171278171
27099,0,0,0,1.5684683044337842
27100,0,0,0,1.4371482215926712
27101,0,0,0,1.4783047976078287
27102,0,0,0,1.4125821669842873
27103,0,0,0,1.5238393833802022
27104,0,0,0,1.5141391041133248
27105,0,0,0,1.51048407422628
27106,0,0,0,1.60993146104046
27107,0,0,0,1.4268689764128424
27108,0,0,0,1.5477464711690552
27109,0,0,0,1.5560934449185986
27110,0,0,0,1.4883399814254274
27111,0,0,0,1.5583643076563862
27112,0,0,0,1.4037074286621944
27113,0,0,0,1.4643743824751159
27114,0,0,0,1.597695802094143
27115,0,0,0,1.5036614532070982
27116,0,0,0,1.5046531277404136
27117,0,0,0,1.4428543108245644
27118,0,0,0,1.4782027516794478
27119,0,0,0,1.3869047312602691
27120,0,0,0,1.3942181271480871
27121,0,0,0,1.3839793585205906
27122,0,0,0,1.3890659499506273
27123,0,0,0,1.6205839009498726
27124,0,0,0,1.4136243334549803
27125,0,0,0,1.4125659173310412
27126,0,0,0,1.614753669030741
27127,0,0,0,1.6132297658452082
27128,0,0,0,1.539747415540253
27129,0,0,0,1.4078719841260752
27130,0,0,0,1.4550961851468842
27131,0,0,0,1.4661264599833286
27132,0,0,0,1.5247160701138984
27133,0,0,0,1.5118085966839345
27134,0,0,0,1.622697728933179
27135,0,0,0,1.4136183775963773
27136,0,0,0,1.571732634219921
27137,0,0,0,1.6032385426790245
27138,0,0,0,1.6143892810621265
27139,0,0,0,1.5518249163813107
27140,0,0,0,1.5653376704310378
27141,0,0,0,1.3854978283736072
27142,0,0,0,1.4001191104726392
27143,0,0,0,1.5024004770826758
27144,0,0,0,1.6934883702644157
27145,0,0,0,1.4087321912956214
27146,0,0,0,1.5834111679812763
27147,0,0,0,1.4539062737027524
27148,0,0,0,1.6490804103677226
27149,0,0,0,1.5158319721341493
27150,0,0,0,1.5099069064280541
27151,0,0,0,1.4427837662992116
27152,0,0,0,1.4815791891173231
27153,0,0,0,1.5573318486113936
27154,0,0,0,1.561822338255914
27155,0,0,0,1.4535633775242751
27156,0,0,0,1.5931295701553843
27157,0,0,0,1.6654542080897787
27158,0,0,0,1.4275994340909794
27159,0,0,0,1.4945847658695532
27160,0,0,0,1.5233432357246801
27161,0,0,0,1.5185257307695628
27162,0,0,0,1.5359565013405874
27163,0,0,0,1.488205105325803
27164,0,0,0,1.573924023610304
27165,0,0,0,1.501494743944701
27166,0,0,0,1.6291711730463732
27167,0,0,0,1.5205865544313841
27168,0,0,0,1.4403583114708174
27169,0,0,0,1.4897308224081853
27170,0,0,0,1.5653164752311517
27171,0,0,0,1.4766446073072501
27172,0,0,0,1.4019127555105668
27173,0,0,0,1.4460060262310732
27174,0,0,0,1.376034207931491
27175,0,0,0,1.510285799125393
27176,0,0,0,1.5340913007860966
27177,0,0,0,1.671825589186181
27178,0,0,0,1.446923830025686
27179,0,0,0,1.4132502965909268
27180,0,0,0,1.5469977000281563
27181,0,0,0,1.4741013229918543
27182,0,0,0,1.5016966068993227
27183,0,0,0,1.486089246133628
27184,0,0,0,1.578678710364216
27185,0,0,0,1.3933783646579159
27186,0,0,0,1.505548105469677
27187,0,0,0,1.401529158366721
27188,0,0,0,1.5284310560505256
27189,0,0,0,1.5492752650536845
27190,0,0,0,1.4193809953825154
27191,0,0,0,1.3942569542809418
27192,0,0,0,1.5176434113652464
27193,0,0,0,1.6236615940521553
27194,0,0,0,1.5431771888894528
27195,0,0,0,1.5881686278355935
27196,0,0,0,1.4870750948145846
27197,0,0,0,1.6541794334854458
27198,0,0,0,1.664034771751985
27199,0,0,0,1.518291670467059
27200,0,0,0,1.552839799521088
27201,0,0,0,1.6692342433939007
27202,0,0,0,1.578537141799552
27203,0,0,0,1.582962194558639
27204,0,0,0,1.5939808341132826
27205,0,0,0,1.5130661683677031
27206,0,0,0,1.6270209440328847
27207,0,0,0,1.4953342967535104
27208,0,0,0,1.4780237873090492
27209,0,0,0,1.6121082242311937
27210,0,0,0,1.4791626715341286
27211,0,0,0,1.4943365472514114
27212,0,0,0,1.6519379860468586
27213,0,0,0,1.6771202434993984
27214,0,0,0,1.530594043572583
27215,0,0,0,1.41908876620543
27216,0,0,0,1.5129176257039978
27217,0,0,0,1.5335278537682524
27218,0,0,0,1.6034186893341023
27219,0,0,0,1.4246788620043893
27220,0,0,0,1.6332569253674916
27221,0,0,0,1.4698995645459474
27222,0,0,0,1.3999273040517821
27223,0,0,0,1.4983095915595381
27224,0,0,0,1.6334181526766753
27225,0,0,0,1.6424996427501077
27226,0,0,0,1.4239883008950265
27227,0,0,0,1.3889512142342877
27228,0,0,0,1.5615495317346788
27229,0,0,0,1.4124924406381028
27230,0,0,0,1.503383679339798
27231,0,0,0,1.4081164566101934
27232,0,0,0,1.5929970166773195
27233,0,0,0,1.4481103243459312
27234,0,0,0,1.623793917367879
27235,0,0,0,1.4965918668426157
27236,0,0,0,1.4056992151275947
27237,0,0,0,1.416631436419831
27238,0,0,0,1.6499383096187548
27239,0,0,0,1.4868278352751334
27240,0,0,0,1.4463580915024892
27241,0,0,0,1.3963567708922495
